,SampleID,Year,Sampling.Order,Season_Tucker2021,Month,chla.ug.per.L,Phosphate,Silicate,NitrateNitrite,Ammonia,DIN,DIN_DIP,Nitrate_Silicate,DIN_Silicate,Site,Time,SW.Temperature.at.site,Salinity,DO,Depth,pH,Date1,Date2,Day.of.year,Vol.filtered.L,X19But,X19Hex,Allo,beta.Car,alph.Car,Chla,Chlb,Chlc1.2,Chlc.3,Cphlid,Diadino,Diato,Fuco,Lut,Neo,Peri,Prasino,Viola,Zea,Dva,Mva,Tchla,X19But.Rel,X19Hex.Rel,Allo.Rel,beta.Car.Rel,alph.Car.Rel,Chla.Rel,Chlb.Rel,Chlc1.2.Rel,Chlc.3.Rel,Cphlid.Rel,Diadino.Rel,Diato.Rel,Fuco.Rel,Lut.Rel,Neo.Rel,Peri.Rel,Prasino.Rel,Viola.Rel,Zea.Rel,Dva.Rel,Mva.Rel,Project,datetime,decimal_dat,Month_abb,PRO.mL2,SYN.mL2,PEUK.mL2,HBACT.mL2,RunFCM,Spatial,latitude,longitude,lln_micro,llp_micro
SBJy0671,SBJy0671,2020,28,Summer,July,0.8,NA,NA,NA,NA,NA,NA,NA,NA,SB,14:39:00,24.78,33.53,-,2.081,7.89,7/21/20,2020-07-21,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,7/21/20,2020.551913,Jul,0,246177,18081,1567334,Run2,Coastal,21.43635,-157.7773667,NA,NA
SBMa0160,SBMa0160,2018,7,Winter,March,1.6,0.13,12.52,0.18,NA,NA,NA,0.01,NA,SB,9:45:00,24.42,33.26,94.4,2.051,8.15,3/28/18,2018-03-28,87,2,34,57.8,24.5,194.1,3.3,1785.8,290,102.5,0,89.5,116.3,33.4,241.5,14.4,31.8,38.9,91.2,54.7,390.3,190.37,1547.27,1737.64,0.019566769,0.033263507,0.014099583,0.11170323,0.001899128,1.027715752,0.166893027,0.058988053,0,0.051506641,0.066929859,0.019221473,0.138981607,0.008287102,0.018300684,0.022386685,0.05248498,0.031479478,0.224614995,0.10955664,0.89044336,KByT,3/28/18,2018.235616,Mar,11503,364905,32525,2337719,Run_Aug2022,Coastal,21.43635,-157.7773667,NA,NA
SBMa0422,SBMa0422,2019,17,Winter,March,1.2,0.07,6.77,0.13,NA,NA,NA,0.02,NA,SB,13:17:00,24.1,34.45,99.2,2.015,7.85,3/21/19,2019-03-21,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,3/21/19,2019.216438,Mar,6290,217315,21022,2219975,Run_Aug2022,Coastal,21.43635,-157.7773667,NA,NA
SBMa0631,SBMa0631,2020,26,Winter,March,2.5,NA,NA,NA,NA,NA,NA,NA,NA,SB,14:00:00,24.57,31.82,-,2.072,7.88,3/20/20,2020-03-20,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,3/20/20,2020.215847,Mar,8574,642478,68398,2019008,Run2,Coastal,21.43635,-157.7773667,NA,NA
SBMy0180,SBMy0180,2018,8,Spring,May,1.4,0.08,10.94,0.09,NA,NA,NA,0.01,NA,SB,12:58:00,24.03,33.13,113,2.16,8.06,5/1/18,2018-05-01,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,5/1/18,2018.328767,May,2994,174994,23465,1562226,Run_Aug2022,Coastal,21.43635,-157.7773667,NA,NA
SBMy0491,SBMy0491,2019,19,Spring,May,1.1,0.1,9.28,0.16,NA,NA,NA,0.02,NA,SB,12:56:00,27.29,36.08,-99.9,2.13,7.65,5/21/19,2019-05-21,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,5/21/19,2019.383562,May,37515,301484,24108,2435636,Run_Aug2022,Coastal,21.43635,-157.7773667,NA,NA
SBMy0651,SBMy0651,2020,27,Spring,May,1,NA,NA,NA,NA,NA,NA,NA,NA,SB,13:03:00,27.07,33.3,-,1.965,7.94,5/14/20,2020-05-14,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,5/14/20,2020.36612,May,2626,320300,18475,2230309,Run2,Coastal,21.43635,-157.7773667,NA,NA
SBMy0821,SBMy0821,2021,35,Spring,May,0.9,0.17,7.49,0.17,NA,NA,NA,0.02,NA,SB,13:18,25.91,35.07,-,2.12,7.75,5/24/21,2021-05-24,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,5/24/21,2021.391781,May,5003,336517,23215,1619214,Run2,Coastal,21.43635,-157.7773667,NA,NA
SBNo0078,SBNo0078,2017,3,Fall,November,0.9,0.09,4.28,0.11,NA,NA,NA,0.03,NA,SB,11:34:00,26.51,33.85,116.3,2.12,8.03,11/1/17,2017-11-01,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,11/1/17,2017.832877,Nov,0,97930,11555,1037125,Run_Aug2022,Coastal,21.43635,-157.7773667,NA,NA
SBNo0326,SBNo0326,2018,14,Fall,November,1.8,0.07,5.58,0.08,NA,NA,NA,0.01,NA,SB,14:21:00,27.45,35,-99.9,2.005,7.75,11/9/18,2018-11-09,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,11/9/18,2018.854795,Nov,0,398337,21180,2913427,Run_Aug2022,Coastal,21.43635,-157.7773667,NA,NA
SBNo0731,SBNo0731,2020,31,Fall,November,1.6,NA,NA,NA,NA,NA,NA,NA,NA,SB,14:19,26.06,35.23,-,1.998,8.01,11/16/20,2020-11-16,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,11/16/20,2020.874317,Nov,5607,449232,13249,2217966,Run2,Coastal,21.43635,-157.7773667,NA,NA
SBOc0294,SBOc0294,2018,13,Fall,October,2,0.07,10,0.07,NA,NA,NA,0.01,NA,SB,13:49:00,27.67,34.31,-99.9,2.47,7.93,10/11/18,2018-10-11,284,1.3,46.3,125,57.6,184.1,11.1,2193.9,262.5,142.4,17.9,112.4,125.8,16.5,307.3,25.1,21,64,77.5,57.5,505.1,154.17,2000.7,2154.87,0.021486215,0.05800814,0.026730151,0.085434388,0.005151123,1.018112462,0.121817093,0.066082873,0.008306766,0.052160919,0.058379392,0.007657074,0.142607211,0.011648034,0.009745367,0.029700168,0.035965047,0.026683744,0.234399291,0.071544919,0.928455081,KByT,10/11/18,2018.775342,Oct,NA,NA,NA,NA,NA,Coastal,21.43635,-157.7773667,NA,NA
SBOc0571,SBOc0571,2019,23,Fall,October,1.6,NA,NA,NA,NA,NA,NA,NA,NA,SB,10:09:00,27.76,33.13,-,2.009,7.05,10/7/19,2019-10-07,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,10/7/19,2019.764384,Oct,0,464293,38893,2356890,Run2,Coastal,21.43635,-157.7773667,NA,NA
SBSe0268,SBSe0268,2018,12,Summer,September,1.4,0.05,7.49,0.05,0.03,0.08,1.6,0.01,0.01,SB,14:50:00,28.23,32.84,-11.2,1.96,7.92,9/11/18,2018-09-11,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,9/11/18,2018.693151,Sep,5410,396223,12789,2489026,Run_Aug2022,Coastal,21.43635,-157.7773667,NA,NA
SBSe0711,SBSe0711,2020,30,Summer,September,2.9,0.25,9.78,0.03,NA,NA,NA,0,NA,SB,14:51:00,27.69,35.79,-,2.06,7.9,9/22/20,2020-09-22,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,9/22/20,2020.724044,Sep,0,412045,20445,2701180,Run2,Coastal,21.43635,-157.7773667,NA,NA
STAp0480,STAp0480,2019,18,Spring,April,2.2,0.06,1.26,0.09,NA,NA,NA,0.07,NA,STO1,11:05:00,24.11,36.95,-99.9,1.95,7.91,4/22/19,2019-04-22,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,4/22/19,2019.30411,Apr,62201,9809,4386,731794,Run_Aug2022,Offshore,21.4829,-157.7663,NA,NA
STAp0783,STAp0783,2021,34,Spring,April,0.3,NA,NA,NA,NA,NA,NA,NA,NA,STO1,9:55,24.23,34.93,-,2.275,7.82,4/16/21,2021-04-16,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,4/16/21,2021.287671,Apr,70224,45498,7603,744714,Run2,Transition,21.4829,-157.7663,NA,NA
STAu0040,STAu0040,2017,1,Summer,August,0.4,0.12,1.8,0.09,NA,NA,NA,0.05,NA,STO1,10:28:00,26.88,34.9,170.4,1.946,8.09,8/23/17,2017-08-23,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,8/23/17,2017.641096,Aug,168193,26537,2429,627509,Run_Aug2022,Offshore,21.4829,-157.7663,NA,NA
STAu0523,STAu0523,2019,21,Summer,August,0.4,NA,NA,NA,NA,NA,NA,NA,NA,STO1,9:33:00,27.32,33.25,52,2.086,8.2,8/13/19,2019-08-13,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,8/13/19,2019.613699,Aug,197225,48046,3243,774928,Run2,Offshore,21.4829,-157.7663,NA,NA
STAu0543,STAu0543,2019,22,Summer,August,0.4,NA,NA,NA,NA,NA,NA,NA,NA,STO1,9:21:00,27.86,33.06,-134,2,8.23,8/29/19,2019-08-29,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,8/29/19,2019.657534,Aug,63645,109209,7406,841239,Run2,Transition,21.4829,-157.7663,NA,NA
STAu0683,STAu0683,2020,29,Summer,August,0.2,NA,NA,NA,NA,NA,NA,NA,NA,STO1,9:24:00,26.74,33.52,-,1.887,7.93,8/28/20,2020-08-28,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,8/28/20,2020.655738,Aug,260450,28336,1760,663120,Run2,Offshore,21.4829,-157.7663,NA,NA
STDe0100,STDe0100,2017,4,Fall,December,0.3,0.05,1.31,0.1,NA,NA,NA,0.08,NA,STO1,7:54:00,25.05,35.5,91.3,2.1,8.18,12/8/17,2017-12-08,342,2,7.2,16.3,0,4.9,10.5,179.7,20.9,4.2,6.5,0,5.8,0,5.8,0,1,3,2.4,2.8,76.1,102.82,50.87,153.69,0.04684755,0.106057649,0,0.031882361,0.068319344,1.169236775,0.135988028,0.027327738,0.042292927,0,0.037738304,0,0.037738304,0,0.006506604,0.019519813,0.01561585,0.018218492,0.49515258,0.669009044,0.330990956,KByT,12/8/17,2017.934247,Dec,179459,4806,1930,457136,Run_Aug2022,Offshore,21.4829,-157.7663,NA,NA
STDe0583,STDe0583,2019,24,Fall,December,0.1,NA,NA,NA,NA,NA,NA,NA,NA,STO1,9:17:00,26.67,33.66,-,2,8.05,12/9/19,2019-12-09,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,12/9/19,2019.936986,Dec,252112,4333,1746,594288,Run2,Offshore,21.4829,-157.7663,NA,NA
STDe0743,STDe0743,2020,32,Fall,December,0.2,0.08,1.41,0.06,NA,NA,NA,0.04,NA,STO1,9:21,25.58,35.19,-,2.064,7.89,12/23/20,2020-12-23,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,12/23/20,2020.97541,Dec,283087,24528,4661,686138,Run2,Offshore,21.4829,-157.7663,NA,NA
STFe0142,STFe0142,2018,6,Winter,February,1.5,0.07,4.73,0.1,NA,NA,NA,0.02,NA,STO1,8:58:00,23.55,35.51,86.7,2.214,8.06,2/21/18,2018-02-21,52,2,47.4,60.4,37.6,71.5,9.4,1665.6,198.4,141.8,0,40.1,85.3,8.4,380,11.2,15.9,29.8,68.8,30.9,117.3,173.38,1448.35,1621.72,0.029228227,0.037244407,0.02318526,0.044088992,0.005796315,1.027057692,0.122339245,0.087438029,0,0.024726833,0.052598476,0.005179686,0.234319118,0.006906248,0.009804405,0.018375552,0.042424093,0.019053844,0.072330612,0.106911181,0.893094986,KByT,2/21/18,2018.139726,Feb,61807,71773,17018,845809,Run_Aug2022,Transition,21.4829,-157.7663,NA,NA
STFe0392,STFe0392,2019,16,Winter,February,0.4,0.07,1.33,0.06,0.04,0.1,1.43,0.05,0.08,STO1,9:50:00,23.22,34.97,-99,2.3,7.97,2/25/19,2019-02-25,56,2,15.8,25,3.9,9.6,7.3,225.3,30.3,13.1,0,10.5,13.8,1.6,19.9,0,1.7,3.7,5.4,5.8,51.1,62.68,146.78,209.46,0.075432063,0.119354531,0.018619307,0.04583214,0.034851523,1.075623031,0.144657691,0.062541774,0,0.050128903,0.065883701,0.00763869,0.095006206,0,0.008116108,0.017664471,0.025780579,0.027690251,0.243960661,0.299245679,0.700754321,KByT,2/25/19,2019.150685,Feb,136022,6920,4924,666061,Run_Aug2022,Offshore,21.4829,-157.7663,NA,NA
STFe0763,STFe0763,2021,33,Winter,February,0.2,0.13,1.2,0.06,NA,NA,NA,0.05,NA,STO1,9:33,24.52,35.03,-,2.19,7.99,2/12/21,2021-02-12,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,2/12/21,2021.115068,Feb,250116,6237,3046,611542,Run2,Offshore,21.4829,-157.7663,NA,NA
STJa0122,STJa0122,2018,5,Winter,January,0.9,0.06,1.38,0.12,NA,NA,NA,0.09,NA,STO1,14:15:00,24.81,34.36,98.4,1.711,8.19,1/29/18,2018-01-29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,1/29/18,2018.076712,Jan,74399,7235,1654,478119,Run_Aug2022,Offshore,21.4829,-157.7663,NA,NA
STJa0360,STJa0360,2019,15,Winter,January,0.4,0.06,1,0.07,NA,NA,NA,0.07,NA,STO1,9:06:00,24.44,35.35,-99.9,2.173,8.08,1/11/19,2019-01-11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,1/11/19,2019.027397,Jan,239651,15297,3755,898476,Run_Aug2022,Offshore,21.4829,-157.7663,NA,NA
STJa0603,STJa0603,2020,25,Winter,January,0.2,NA,NA,NA,NA,NA,NA,NA,NA,STO1,9:45:00,24.81,33.47,-,1.85,7.84,1/24/20,2020-01-24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,1/24/20,2020.062842,Jan,248107,5344,3204,596756,Run2,Offshore,21.4829,-157.7663,NA,NA
STJn0202,STJn0202,2018,9,Spring,June,0.4,0.05,0.88,0.62,NA,NA,NA,0.7,NA,STO1,7:43:00,24.61,35.09,67.1,2.07,8.09,6/1/18,2018-06-01,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,6/1/18,2018.413699,Jun,322887,35716,2679,819271,Run_Jan2022,Offshore,21.4829,-157.7663,NA,NA
STJn0222,STJn0222,2018,10,Spring,June,0.3,0.06,0.72,0.11,NA,NA,NA,0.15,NA,STO1,7:37:00,26.21,34.03,90,1.85,8.05,6/19/18,2018-06-19,170,2,5.9,20,2.5,12.2,8.2,191.3,19.4,10.7,4.1,3.8,10,2.3,7.9,1.4,0.6,3.5,4.1,6,87.7,71.23,102.08,173.31,0.034043044,0.11540015,0.014425019,0.070394092,0.047314062,1.103802435,0.111938146,0.06173908,0.023657031,0.021926029,0.057700075,0.013271017,0.045583059,0.008078011,0.003462005,0.020195026,0.023657031,0.034620045,0.506029658,0.410997634,0.589002366,KByT,6/19/18,2018.463014,Jun,269668,43568,3388,810868,Run_Aug2022,Offshore,21.4829,-157.7663,NA,NA
STJn0503,STJn0503,2019,20,Spring,June,0.3,0.05,1.81,0.11,NA,NA,NA,0.06,NA,STO1,8:51:00,25.41,36.8,-99,2.081,7.69,6/14/19,2019-06-14,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,6/14/19,2019.449315,Jun,219219,39248,2823,765199,Run_Aug2022,Offshore,21.4829,-157.7663,NA,NA
STJu0833,STJu0833,2021,36,Summer,June,0.3,NA,NA,NA,NA,NA,NA,NA,NA,STO1,9:48,25.81,34.82,-,2.131,7.91,6/21/21,2021-06-21,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,6/21/21,2021.468493,Jun,59338,119924,6513,733081,Run2,Transition,21.4829,-157.7663,NA,NA
STJy0250,STJy0250,2018,11,Summer,July,0.5,0.07,0.88,0.06,0.02,0.08,1.14,0.07,0.09,STO1,9:35:00,26.12,34.04,77.9,1.97,8.03,7/23/18,2018-07-23,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,7/23/18,2018.556164,Jul,178317,36543,3769,728616,Run_Aug2022,Offshore,21.4829,-157.7663,NA,NA
STJy0663,STJy0663,2020,28,Summer,July,0.1,NA,NA,NA,NA,NA,NA,NA,NA,STO1,10:17:00,26.69,33.24,-,2.261,7.82,7/21/20,2020-07-21,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,7/21/20,2020.551913,Jul,228660,30083,2350,779445,Run2,Offshore,21.4829,-157.7663,NA,NA
STMa0162,STMa0162,2018,7,Winter,March,0.4,0.07,1.36,0.08,NA,NA,NA,0.06,NA,STO1,11:19:00,24.14,34.61,91.2,1.8,8.16,3/28/18,2018-03-28,87,2,7.8,15.2,7.7,19.5,7.2,291.8,41.5,12.5,0,13.5,27.4,11.7,16.3,10.3,5.2,12.7,12.3,12.2,86.7,66.97,207.85,274.82,0.028382214,0.055308929,0.028018339,0.070955535,0.026198967,1.061785896,0.151007932,0.045484317,0,0.049123062,0.099701623,0.042573321,0.059311549,0.037479077,0.018921476,0.046212066,0.044756568,0.044392693,0.315479223,0.243686777,0.756313223,KByT,3/28/18,2018.235616,Mar,195492,7970,5869,682671,Run_Jan2022,Offshore,21.4829,-157.7663,NA,NA
STMa0449,STMa0449,2019,17,Winter,March,0.7,0.09,1.35,0.08,NA,NA,NA,0.06,NA,STO1,8:34:00,23.64,35.45,-70.2,1.87,7.93,3/21/19,2019-03-21,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,3/21/19,2019.216438,Mar,246426,24200,7235,827110,Run_Jan2022,Offshore,21.4829,-157.7663,NA,NA
STMa0623,STMa0623,2020,26,Winter,March,0.8,NA,NA,NA,NA,NA,NA,NA,NA,STO1,9:55:00,23.88,32.82,-,1.879,7.85,3/20/20,2020-03-20,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,3/20/20,2020.215847,Mar,36386,97234,15573,766118,Run2,Coastal,21.4829,-157.7663,NA,NA
STMy0182,STMy0182,2018,8,Spring,May,0.4,0.06,1.22,0.22,0.05,0.27,4.5,0.18,0.22,STO1,7:38:00,24.07,34.66,109.6,2.21,8.04,5/1/18,2018-05-01,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,5/1/18,2018.328767,May,163899,17582,3375,601772,Run_Aug2022,Offshore,21.4829,-157.7663,NA,NA
STMy0483,STMy0483,2019,19,Spring,May,0.5,0.07,2.82,0.14,NA,NA,NA,0.05,NA,STO1,8:32:00,25.39,36.6,-99.9,2.1,7.88,5/21/19,2019-05-21,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,5/21/19,2019.383562,May,114895,76146,9979,898069,Run_Aug2022,Transition,21.4829,-157.7663,NA,NA
STMy0643,STMy0643,2020,27,Spring,May,0.5,NA,NA,NA,NA,NA,NA,NA,NA,STO1,10:20:00,25.39,33.31,-,1.907,7.62,5/14/20,2020-05-14,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,5/14/20,2020.36612,May,78798,57618,8469,866555,Run2,Transition,21.4829,-157.7663,NA,NA
STMy0813,STMy0813,2021,35,Spring,May,0.1,0.09,1.2,0.06,NA,NA,NA,0.05,NA,STO1,9:44,24.91,35.05,-,1.785,7.71,5/24/21,2021-05-24,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,5/24/21,2021.391781,May,268538,12093,2902,826112,Run2,Offshore,21.4829,-157.7663,NA,NA
STNo0080,STNo0080,2017,3,Fall,November,0.5,0.07,1.86,0.28,0.07,0.35,5,0.15,0.19,STO1,13:02:00,26.31,34.53,107.3,2.25,8.12,11/1/17,2017-11-01,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KByT,11/1/17,2017.832877,Nov,104219,26485,5213,585083,Run_Aug2022,Transition,21.4829,-157.7663,NA,NA
